Cliente	Fecha	Pedido	Precio	Producto	Nombre_producto	Importancia		0.314049587		Etiquetas de fila	Suma de Importancia	Suma de Importancia2		Etiquetas de fila	Suma de Importancia	Suma de Importancia2
Cliente29	15/03/2017	1	1100	VER0035	Pepino Cohombro / Libra	1100										
Cliente29	15/03/2017	1	5000	FRU0032	Melón / Unidad	5000										
Cliente29	15/03/2017	1	2400	FRU0025	Lulo / Libra	2400										
Cliente29	15/03/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente29	15/03/2017	8	1600	FRU0046	Tomate Chonto / Libra	12800										
Cliente29	15/03/2017	6	1600	VER0028	Lechuga Crespa / Unidad	9600										
Cliente32	14/03/2017	5	7500	VER0051	Perejil Crespo / 100 gramos	37500										
Cliente32	14/03/2017	12	1600	FRU0046	Tomate Chonto / Libra	19200										
Cliente32	14/03/2017	5	700	VER0049	Yerbabuena / 100 gramos	3500										
Cliente32	14/03/2017	5	800	VER0037	Perejil Liso / 100 gramos	4000										
Cliente32	14/03/2017	20	1100	VER0035	Pepino Cohombro / Libra	22000										
Cliente32	14/03/2017	3	1100	VER0035	Pepino Cohombro / Libra	3300										
Cliente32	14/03/2017	12	2000	VER0038	Pimentón Rojo / Libra	24000										
Cliente32	14/03/2017	10	1600	VER0007	Berenjena / Libra	16000										
Cliente32	14/03/2017	10	1600	FRU0046	Tomate Chonto / Libra	16000										
Cliente29	13/03/2017	2	2000	FRU0031	Maracuyá / Libra	4000										
Cliente29	13/03/2017	1	4000	FRU0042	Piña Golden Sweet / Unidad	4000										
Cliente29	13/03/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente29	13/03/2017	6	1600	FRU0046	Tomate Chonto / Libra	9600										
Cliente29	13/03/2017	4	1600	VER0028	Lechuga Crespa / Unidad	6400										
Cliente32	12/03/2017	1	1950	FRU0033	Mora Castilla / Libra	1950										
Cliente32	12/03/2017	1	1700	FRU0016	Fresa Pareja / Libra	1700										
Cliente32	12/03/2017	10	1500	VER0010	Zucchini Verde / Libra	15000										
Cliente32	12/03/2017	10	1600	FRU0046	Tomate Chonto / Libra	16000										
Cliente29	12/03/2017	1	2400	FRU0025	Lulo / Libra	2400										
Cliente29	12/03/2017	1	1950	FRU0033	Mora Castilla / Libra	1950										
Cliente29	12/03/2017	7	1600	FRU0046	Tomate Chonto / Libra	11200										
Cliente29	12/03/2017	8	1600	VER0028	Lechuga Crespa / Unidad	12800										
Cliente29	12/03/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente32	10/03/2017	5	7500	VER0051	Perejil Crespo / 100 gramos	37500										
Cliente32	10/03/2017	10	800	VER0037	Perejil Liso / 100 gramos	8000										
Cliente32	10/03/2017	24	1100	VER0035	Pepino Cohombro / Libra	26400										
Cliente32	10/03/2017	10	1500	VER0010	Zucchini Verde / Libra	15000										
Cliente32	10/03/2017	6	1700	VER0013	Cebolla Cabezona Roja / Libra	10200										
Cliente32	10/03/2017	10	1600	VER0007	Berenjena / Libra	16000										
Cliente32	10/03/2017	10	2000	VER0038	Pimentón Rojo / Libra	20000										
Cliente32	10/03/2017	12	1100	FRU0024	Limón Tahití / Libra	13200										
Cliente32	10/03/2017	2	1500	VER0014	Cebolla Larga / Libra	3000										
Cliente32	10/03/2017	20	1600	FRU0046	Tomate Chonto / Libra	32000										
Cliente29	9/03/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente29	9/03/2017	8	1600	VER0028	Lechuga Crespa / Unidad	12800										
Cliente29	9/03/2017	7	1600	FRU0046	Tomate Chonto / Libra	11200										
Cliente32	9/03/2017	10	1600	FRU0046	Tomate Chonto / Libra	16000										
Cliente32	9/03/2017	15	1500	VER0010	Zucchini Verde / Libra	22500										
Cliente32	9/03/2017	20	2000	VER0038	Pimentón Rojo / Libra	40000										
Cliente32	9/03/2017	5	1100	TUB0008	Papa Sabanera / Libra	5500										
Cliente32	9/03/2017	6	1600	VER0007	Berenjena / Libra	9600										
Cliente32	9/03/2017	5	1100	VER0035	Pepino Cohombro / Libra	5500										
Cliente32	9/03/2017	4	1100	FRU0023	Limón Común / Libra	4400										
Cliente32	9/03/2017	3	7500	VER0051	Perejil Crespo / 100 gramos	22500										
Cliente32	9/03/2017	3	800	VER0037	Perejil Liso / 100 gramos	2400										
Cliente32	9/03/2017	3	700	VER0049	Yerbabuena / 100 gramos	2100										
Cliente32	9/03/2017	1	1950	FRU0033	Mora Castilla / Libra	1950										
Cliente32	9/03/2017	2	1700	FRU0016	Fresa Pareja / Libra	3400										
Cliente29	8/03/2017	1	4500	FRU0039	Patilla Baby / Unidad	4500										
Cliente29	8/03/2017	2	2500	FRU0036	Papaya Hawaiana / Unidad	5000										
Cliente29	8/03/2017	4	1100	FRU0030	Manzana Verde / Unidad	4400										
Cliente29	8/03/2017	1	1700	FRU0016	Fresa Pareja / Libra	1700										
Cliente29	8/03/2017	2	1500	FRU0008	Banano Criollo / Libra	3000										
Cliente29	8/03/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente29	8/03/2017	9	1600	VER0028	Lechuga Crespa / Unidad	14400										
Cliente29	8/03/2017	5	1600	FRU0046	Tomate Chonto / Libra	8000										
Cliente22	8/03/2017	1	1700	FRU0016	Fresa Pareja / Libra	1700										
Cliente22	8/03/2017	4	1300	VER0052	Plátano Maduro / Libra	5200										
Cliente22	8/03/2017	4	1500	FRU0008	Banano Criollo / Libra	6000										
Cliente22	8/03/2017	2	1500	VER0010	Zucchini Verde / Libra	3000										
Cliente22	8/03/2017	2	650	TUB0012	Zanahoria / Libra	1300										
Cliente22	8/03/2017	2	1600	FRU0046	Tomate Chonto / Libra	3200										
Cliente22	8/03/2017	1	5000	FRU0045	Tomate Cherry / Libra	5000										
Cliente22	8/03/2017	1	1000	TUB0010	Remolacha / Libra	1000										
Cliente22	8/03/2017	1	4000	FRU0042	Piña Golden Sweet / Unidad	4000										
Cliente22	8/03/2017	1	2000	VER0038	Pimentón Rojo / Libra	2000										
Cliente22	8/03/2017	1	1100	VER0035	Pepino Cohombro / Libra	1100										
Cliente22	8/03/2017	1	8000	FRU0022	Kiwi / Libra	8000										
Cliente22	8/03/2017	1	1500	GRA0004	Haba Desgranada / Libra	1500										
Cliente22	8/03/2017	1	4000	FRU0015	Feijoa / Libra	4000										
Cliente22	8/03/2017	1	3000	FRU0014	Durazno / Libra	3000										
Cliente22	8/03/2017	1	2500	VER0018	Coliflor / Libra	2500										
Cliente22	8/03/2017	1	8000	VER0016	Champiñón / Libra	8000										
Cliente22	8/03/2017	1	1700	VER0009	Brócoli / Libra	1700										
Cliente22	8/03/2017	1	1600	VER0007	Berenjena / Libra	1600										
Cliente22	8/03/2017	1	5200	GRA0001	Arveja Desgranada / Libra	5200										
Cliente22	8/03/2017	1	2500	FRU0002	Aguacate Haas / Libra	2500										
Cliente22	8/03/2017	1	700	VER0001	Acelga / Libra	700										
Cliente22	8/03/2017	8	3000	GRA0006	Mazorca Desgranada / Libra	24000										
Cliente32	8/03/2017	10	1100	FRU0024	Limón Tahití / Libra	11000										
Cliente32	8/03/2017	2	1100	TUB0008	Papa Sabanera / Libra	2200										
Cliente32	8/03/2017	12	1600	FRU0046	Tomate Chonto / Libra	19200										
Cliente29	7/03/2017	4	850	FRU0034	Naranja Sweety / Libra	3400										
Cliente29	7/03/2017	1	4000	FRU0042	Piña Golden Sweet / Unidad	4000										
Cliente29	7/03/2017	8	1600	FRU0046	Tomate Chonto / Libra	12800										
Cliente29	7/03/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente29	7/03/2017	7	1600	VER0028	Lechuga Crespa / Unidad	11200										
Cliente32	6/03/2017	6	2000	VER0010	Zucchini Verde / Libra	12000										
Cliente32	6/03/2017	10	2000	VER0038	Pimentón Rojo / Libra	20000										
Cliente32	6/03/2017	1	1300	VER0014	Cebolla Larga / Libra	1300										
Cliente32	6/03/2017	6	1600	VER0007	Berenjena / Libra	9600										
Cliente32	6/03/2017	20	1200	VER0035	Pepino Cohombro / Libra	24000										
Cliente32	6/03/2017	5	7000	VER0051	Perejil Crespo / 100 gramos	35000										
Cliente32	6/03/2017	14	2000	VER0038	Pimentón Rojo / Libra	28000										
Cliente32	6/03/2017	10	1200	VER0035	Pepino Cohombro / Libra	12000										
Cliente32	6/03/2017	10	1600	VER0007	Berenjena / Libra	16000										
Cliente32	6/03/2017	10	1900	FRU0046	Tomate Chonto / Libra	19000										
Cliente29	5/03/2017	1	1450	FRU0013	Curuba / Libra	1450										
Cliente29	5/03/2017	1	3500	FRU0042	Piña Golden Sweet / Unidad	3500										
Cliente29	5/03/2017	1	2000	VER0020	Espinaca / Libra	2000										
Cliente29	5/03/2017	6	1900	FRU0046	Tomate Chonto / Libra	11400										
Cliente29	5/03/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente29	5/03/2017	7	1900	VER0028	Lechuga Crespa / Unidad	13300										
Cliente32	3/03/2017	10	1900	FRU0046	Tomate Chonto / Libra	19000										
Cliente32	3/03/2017	2	1400	VER0013	Cebolla Cabezona Roja / Libra	2800										
Cliente32	3/03/2017	1	1300	VER0014	Cebolla Larga / Libra	1300										
Cliente32	3/03/2017	5	7000	VER0051	Perejil Crespo / 100 gramos	35000										
Cliente32	3/03/2017	10	1100	VER0037	Perejil Liso / 100 gramos	11000										
Cliente32	3/03/2017	20	1200	VER0035	Pepino Cohombro / Libra	24000										
Cliente32	3/03/2017	1	1300	VER0014	Cebolla Larga / Libra	1300										
Cliente32	3/03/2017	3	500	VER0049	Yerbabuena / 100 gramos	1500										
Cliente32	3/03/2017	3	7000	VER0051	Perejil Crespo / 100 gramos	21000										
Cliente32	3/03/2017	3	1100	VER0037	Perejil Liso / 100 gramos	3300										
Cliente32	3/03/2017	5	1600	VER0007	Berenjena / Libra	8000										
Cliente32	3/03/2017	5	1200	VER0035	Pepino Cohombro / Libra	6000										
Cliente32	3/03/2017	5	1100	FRU0024	Limón Tahití / Libra	5500										
Cliente32	3/03/2017	20	2000	VER0038	Pimentón Rojo / Libra	40000										
Cliente32	3/03/2017	7	2000	VER0010	Zucchini Verde / Libra	14000										
Cliente32	3/03/2017	9	1400	VER0013	Cebolla Cabezona Roja / Libra	12600										
Cliente32	3/03/2017	18	1900	FRU0046	Tomate Chonto / Libra	34200										
Cliente32	2/03/2017	8	2000	VER0010	Zucchini Verde / Libra	16000										
Cliente32	2/03/2017	10	1100	FRU0024	Limón Tahití / Libra	11000										
Cliente32	2/03/2017	8	1400	VER0013	Cebolla Cabezona Roja / Libra	11200										
Cliente32	2/03/2017	10	1900	FRU0046	Tomate Chonto / Libra	19000										
Cliente29	2/03/2017	1	1800	FRU0025	Lulo / Libra	1800										
Cliente29	2/03/2017	2	1800	FRU0016	Fresa Pareja / Libra	3600										
Cliente29	2/03/2017	1	2000	VER0020	Espinaca / Libra	2000										
Cliente29	2/03/2017	8	1900	FRU0046	Tomate Chonto / Libra	15200										
Cliente29	2/03/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente29	2/03/2017	7	1900	VER0028	Lechuga Crespa / Unidad	13300										
Cliente2	1/03/2017	5	650	TUB0012	Zanahoria / Libra	3250										
Cliente2	1/03/2017	2	1800	FRU0048	Tomate Larga Vida / Libra	3600										
Cliente2	1/03/2017	1	6000	VER0050	Rúgula / Libra	6000										
Cliente2	1/03/2017	2	3500	FRU0042	Piña Golden Sweet / Unidad	7000										
Cliente2	1/03/2017	1	2000	VER0038	Pimentón Rojo / Libra	2000										
Cliente2	1/03/2017	1	4300	FRU0037	Papaya Melona / Unidad	4300										
Cliente2	1/03/2017	8	1200	TUB0008	Papa Sabanera / Libra	9600										
Cliente2	1/03/2017	8	1200	VER0033	Mazorca en Vaina / Unidad	9600										
Cliente2	1/03/2017	2	1680	FRU0028	Mango Tommy Atkins / Libra	3360										
Cliente2	1/03/2017	2	1100	FRU0024	Limón Tahití / Libra	2200										
Cliente2	1/03/2017	2	2500	VER0029	Lechuga Lisa / Unidad	5000										
Cliente2	1/03/2017	2	1800	FRU0016	Fresa Pareja / Libra	3600										
Cliente2	1/03/2017	2	2000	VER0020	Espinaca / Libra	4000										
Cliente2	1/03/2017	1	1850	VER0018	Coliflor / Libra	1850										
Cliente2	1/03/2017	2	600	VER0017	Cilantro / 100 gramos	1200										
Cliente2	1/03/2017	1	1700	VER0015	Cebollín / 100 gramos	1700										
Cliente2	1/03/2017	1	1300	VER0014	Cebolla Larga / Libra	1300										
Cliente2	1/03/2017	1	2000	FRU0007	Banano Bocadillo / Libra	2000										
Cliente2	1/03/2017	2	3500	VER0004	Alcachofa / Libra	7000										
Cliente2	1/03/2017	1	700	VER0006	Ahuyama / Libra	700										
Cliente2	1/03/2017	1	3000	FRU0003	Aguacate Papelillo / Libra	3000										
Cliente29	1/03/2017	1	2050	FRU0031	Maracuyá / Libra	2050										
Cliente29	1/03/2017	1	4000	FRU0039	Patilla Baby / Unidad	4000										
Cliente29	1/03/2017	7	1900	FRU0046	Tomate Chonto / Libra	13300										
Cliente29	1/03/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente29	1/03/2017	7	1900	VER0028	Lechuga Crespa / Unidad	13300										
Cliente10	1/03/2017	2	1200	TUB0011	Yuca / Libra	2400										
Cliente10	1/03/2017	3	1800	FRU0048	Tomate Larga Vida / Libra	5400										
Cliente10	1/03/2017	2	4000	FRU0045	Tomate Cherry / Libra	8000										
Cliente10	1/03/2017	1	6000	VER0050	Rúgula / Libra	6000										
Cliente10	1/03/2017	1	800	TUB0010	Remolacha / Libra	800										
Cliente10	1/03/2017	2	1800	VER0040	Plátano Verde / Libra	3600										
Cliente10	1/03/2017	2	10000	FRU0043	Pitaya / Libra	20000										
Cliente10	1/03/2017	1	1100	VER0037	Perejil Liso / 100 gramos	1100										
Cliente10	1/03/2017	2	1200	FRU0040	Pera Importada / Unidad	2400										
Cliente10	1/03/2017	1	11000	FRU0038	Patilla / Unidad	11000										
Cliente10	1/03/2017	1	4300	FRU0037	Papaya Melona / Unidad	4300										
Cliente10	1/03/2017	2	1200	TUB0008	Papa Sabanera / Libra	2400										
Cliente10	1/03/2017	2	800	TUB0006	Papa Pastusa / Libra	1600										
Cliente10	1/03/2017	10	700	FRU0034	Naranja Sweety / Libra	7000										
Cliente10	1/03/2017	1	6000	FRU0032	Melón / Unidad	6000										
Cliente10	1/03/2017	4	1200	VER0033	Mazorca en Vaina / Unidad	4800										
Cliente10	1/03/2017	8	1300	FRU0029	Manzana Roja / Unidad	10400										
Cliente10	1/03/2017	2	1680	FRU0028	Mango Tommy Atkins / Libra	3360										
Cliente10	1/03/2017	2	1100	FRU0024	Limón Tahití / Libra	2200										
Cliente10	1/03/2017	2	2500	VER0030	Lechuga Morada / Unidad	5000										
Cliente10	1/03/2017	2	1500	VER0027	Lechuga Batavia / Unidad	3000										
Cliente10	1/03/2017	2	8000	FRU0022	Kiwi / Libra	16000										
Cliente10	1/03/2017	2	2500	VER0024	Habichuela / Libra	5000										
Cliente10	1/03/2017	2	1000	FRU0017	Granadilla / Unidad	2000										
Cliente10	1/03/2017	2	1800	FRU0016	Fresa Pareja / Libra	3600										
Cliente10	1/03/2017	2	1850	VER0018	Coliflor / Libra	3700										
Cliente10	1/03/2017	1	600	VER0017	Cilantro / 100 gramos	600										
Cliente10	1/03/2017	1	8000	VER0016	Champiñón / Libra	8000										
Cliente10	1/03/2017	2	1300	VER0012	Cebolla Cabezona Blanca / Libra	2600										
Cliente10	1/03/2017	2	2000	VER0010	Zucchini Verde / Libra	4000										
Cliente10	1/03/2017	2	2200	VER0009	Brócoli / Libra	4400										
Cliente10	1/03/2017	5	1400	FRU0008	Banano Criollo / Libra	7000										
Cliente10	1/03/2017	1	2100	TUB0001	Arracacha / Libra	2100										
Cliente10	1/03/2017	1	1700	VER0005	Apio / Libra	1700										
Cliente10	1/03/2017	5	3000	FRU0003	Aguacate Papelillo / Libra	15000										
Cliente32	28/02/2017	10	2000	VER0010	Zucchini Verde / Libra	20000										
Cliente32	28/02/2017	6	1300	VER0014	Cebolla Larga / Libra	7800										
Cliente32	28/02/2017	10	2000	VER0038	Pimentón Rojo / Libra	20000										
Cliente32	28/02/2017	2	1950	FRU0033	Mora Castilla / Libra	3900										
Cliente32	28/02/2017	2	1800	FRU0016	Fresa Pareja / Libra	3600										
Cliente32	28/02/2017	4	1600	VER0007	Berenjena / Libra	6400										
Cliente32	28/02/2017	4	1200	VER0035	Pepino Cohombro / Libra	4800										
Cliente32	28/02/2017	2	1100	VER0037	Perejil Liso / 100 gramos	2200										
Cliente32	28/02/2017	2	500	VER0049	Yerbabuena / 100 gramos	1000										
Cliente32	28/02/2017	2	7000	VER0051	Perejil Crespo / 100 gramos	14000										
Cliente32	28/02/2017	1	1300	VER0014	Cebolla Larga / Libra	1300										
Cliente32	28/02/2017	7	2000	VER0038	Pimentón Rojo / Libra	14000										
Cliente32	28/02/2017	7	2000	VER0010	Zucchini Verde / Libra	14000										
Cliente32	28/02/2017	12	1400	VER0013	Cebolla Cabezona Roja / Libra	16800										
Cliente32	28/02/2017	24	1900	FRU0046	Tomate Chonto / Libra	45600										
Cliente32	28/02/2017	10	2000	VER0038	Pimentón Rojo / Libra	20000										
Cliente32	28/02/2017	8	1100	FRU0024	Limón Tahití / Libra	8800										
Cliente32	28/02/2017	3	1200	TUB0008	Papa Sabanera / Libra	3600										
Cliente32	28/02/2017	20	1200	VER0035	Pepino Cohombro / Libra	24000										
Cliente29	28/02/2017	1	900	TUB0004	Jengibre / 100 gramos	900										
Cliente29	28/02/2017	3	1000	FRU0017	Granadilla / Unidad	3000										
Cliente29	28/02/2017	1	3500	FRU0050	Uva / Libra	3500										
Cliente29	28/02/2017	7	1900	FRU0046	Tomate Chonto / Libra	13300										
Cliente29	28/02/2017	1	2000	VER0020	Espinaca / Libra	2000										
Cliente29	28/02/2017	1	1200	VER0035	Pepino Cohombro / Libra	1200										
Cliente29	28/02/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente29	28/02/2017	7	1900	VER0028	Lechuga Crespa / Unidad	13300										
Cliente29	28/02/2017	1	1300	VER0012	Cebolla Cabezona Blanca / Libra	1300										
Cliente32	27/02/2017	3	2000	VER0010	Zucchini Verde / Libra	6000										
Cliente32	27/02/2017	8	1900	FRU0046	Tomate Chonto / Libra	15200										
Cliente32	27/02/2017	10	1200	VER0035	Pepino Cohombro / Libra	12000										
Cliente32	27/02/2017	12	1600	VER0007	Berenjena / Libra	19200										
Cliente22	27/02/2017	10	3000	GRA0006	Mazorca Desgranada / Libra	30000										
Cliente22	27/02/2017	2	2000	VER0010	Zucchini Verde / Libra	4000										
Cliente22	27/02/2017	2	650	TUB0012	Zanahoria / Libra	1300										
Cliente22	27/02/2017	3	1900	FRU0046	Tomate Chonto / Libra	5700										
Cliente22	27/02/2017	1	4000	FRU0045	Tomate Cherry / Libra	4000										
Cliente22	27/02/2017	1	1600	TUB0009	Rábano Rojo / Libra	1600										
Cliente22	27/02/2017	1	800	TUB0010	Remolacha / Libra	800										
Cliente22	27/02/2017	1	3500	FRU0042	Piña Golden Sweet / Unidad	3500										
Cliente22	27/02/2017	1	2000	VER0038	Pimentón Rojo / Libra	2000										
Cliente22	27/02/2017	2	1200	FRU0040	Pera Importada / Unidad	2400										
Cliente22	27/02/2017	1	2500	FRU0036	Papaya Hawaiana / Unidad	2500										
Cliente22	27/02/2017	1	8000	FRU0022	Kiwi / Libra	8000										
Cliente22	27/02/2017	1	1800	FRU0016	Fresa Pareja / Libra	1800										
Cliente22	27/02/2017	1	4000	FRU0015	Feijoa / Libra	4000										
Cliente22	27/02/2017	1	3500	FRU0014	Durazno / Libra	3500										
Cliente22	27/02/2017	1	1850	VER0018	Coliflor / Libra	1850										
Cliente22	27/02/2017	1	8000	VER0016	Champiñón / Libra	8000										
Cliente22	27/02/2017	1	2200	VER0009	Brócoli / Libra	2200										
Cliente22	27/02/2017	1	1600	VER0007	Berenjena / Libra	1600										
Cliente22	27/02/2017	1	5200	GRA0001	Arveja Desgranada / Libra	5200										
Cliente22	27/02/2017	1	1700	VER0005	Apio / Libra	1700										
Cliente22	27/02/2017	4	3000	GRA0006	Mazorca Desgranada / Libra	12000										
Cliente32	26/02/2017	1	1800	FRU0016	Fresa Pareja / Libra	1800										
Cliente32	26/02/2017	1	1950	FRU0033	Mora Castilla / Libra	1950										
Cliente32	26/02/2017	10	2000	VER0010	Zucchini Verde / Libra	20000										
Cliente32	26/02/2017	6	1600	VER0007	Berenjena / Libra	9600										
Cliente22	26/02/2017	3	1800	VER0052	Plátano Maduro / Libra	5400										
Cliente22	26/02/2017	3	1400	FRU0008	Banano Criollo / Libra	4200										
Cliente22	26/02/2017	8	3000	GRA0006	Mazorca Desgranada / Libra	24000										
Cliente32	26/02/2017	2	1900	FRU0046	Tomate Chonto / Libra	3800										
Cliente32	26/02/2017	2	1200	VER0035	Pepino Cohombro / Libra	2400										
Cliente32	26/02/2017	2	2000	VER0010	Zucchini Verde / Libra	4000										
Cliente32	26/02/2017	10	2000	VER0038	Pimentón Rojo / Libra	20000										
Cliente29	25/02/2017	1	1800	FRU0025	Lulo / Libra	1800										
Cliente29	25/02/2017	1	3500	FRU0042	Piña Golden Sweet / Unidad	3500										
Cliente29	25/02/2017	9	1900	FRU0046	Tomate Chonto / Libra	17100										
Cliente29	25/02/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente29	25/02/2017	6	1900	VER0028	Lechuga Crespa / Unidad	11400										
Cliente29	23/02/2017	1	3500	FRU0042	Piña Golden Sweet / Unidad	3500										
Cliente29	23/02/2017	1	1800	FRU0025	Lulo / Libra	1800										
Cliente29	23/02/2017	9	1900	FRU0046	Tomate Chonto / Libra	17100										
Cliente29	23/02/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente29	23/02/2017	6	1900	VER0028	Lechuga Crespa / Unidad	11400										
Cliente32	23/02/2017	10	500	VER0049	Yerbabuena / 100 gramos	5000										
Cliente32	23/02/2017	10	1900	FRU0046	Tomate Chonto / Libra	19000										
Cliente32	23/02/2017	10	1100	VER0037	Perejil Liso / 100 gramos	11000										
Cliente32	23/02/2017	20	1200	VER0035	Pepino Cohombro / Libra	24000										
Cliente32	23/02/2017	10	1100	VER0037	Perejil Liso / 100 gramos	11000										
Cliente32	23/02/2017	10	2000	VER0038	Pimentón Rojo / Libra	20000										
Cliente32	23/02/2017	1	1300	VER0014	Cebolla Larga / Libra	1300										
Cliente32	23/02/2017	4	1400	VER0013	Cebolla Cabezona Roja / Libra	5600										
Cliente32	23/02/2017	20	1900	FRU0046	Tomate Chonto / Libra	38000										
Cliente32	23/02/2017	3	1100	VER0037	Perejil Liso / 100 gramos	3300										
Cliente32	23/02/2017	2	7000	VER0051	Perejil Crespo / 100 gramos	14000										
Cliente32	23/02/2017	1	1300	VER0014	Cebolla Larga / Libra	1300										
Cliente32	23/02/2017	4	1200	VER0035	Pepino Cohombro / Libra	4800										
Cliente32	23/02/2017	4	1100	FRU0024	Limón Tahití / Libra	4400										
Cliente32	23/02/2017	24	1900	FRU0046	Tomate Chonto / Libra	45600										
Cliente32	23/02/2017	10	2000	VER0038	Pimentón Rojo / Libra	20000										
Cliente32	23/02/2017	10	2000	VER0010	Zucchini Verde / Libra	20000										
Cliente32	23/02/2017	6	1600	VER0007	Berenjena / Libra	9600										
Cliente32	23/02/2017	1	1950	FRU0033	Mora Castilla / Libra	1950										
Cliente32	23/02/2017	1	1800	FRU0016	Fresa Pareja / Libra	1800										
Cliente32	22/02/2017	5	1600	VER0007	Berenjena / Libra	8000										
Cliente32	22/02/2017	10	1100	VER0037	Perejil Liso / 100 gramos	11000										
Cliente32	22/02/2017	20	1200	VER0035	Pepino Cohombro / Libra	24000										
Cliente32	22/02/2017	20	1900	FRU0046	Tomate Chonto / Libra	38000										
Cliente32	22/02/2017	3	7000	VER0051	Perejil Crespo / 100 gramos	21000										
Cliente32	22/02/2017	10	1100	FRU0024	Limón Tahití / Libra	11000										
Cliente32	22/02/2017	2	1200	VER0035	Pepino Cohombro / Libra	2400										
Cliente32	22/02/2017	10	2000	VER0010	Zucchini Verde / Libra	20000										
Cliente32	22/02/2017	10	1900	FRU0046	Tomate Chonto / Libra	19000										
Cliente32	22/02/2017	2	1300	VER0014	Cebolla Larga / Libra	2600										
Cliente29	21/02/2017	9	1900	FRU0046	Tomate Chonto / Libra	17100										
Cliente29	21/02/2017	3	8000	VER0016	Champiñón / Libra	24000										
Cliente29	21/02/2017	6	1900	VER0028	Lechuga Crespa / Unidad	11400										
Cliente32	21/02/2017	2	1200	VER0035	Pepino Cohombro / Libra	2400										
Cliente32	21/02/2017	24	1900	FRU0046	Tomate Chonto / Libra	45600										
Cliente32	21/02/2017	14	2000	VER0038	Pimentón Rojo / Libra	28000										
Cliente10	21/02/2017	2	1200	TUB0011	Yuca / Libra	2400										
Cliente10	21/02/2017	3	1800	FRU0048	Tomate Larga Vida / Libra	5400										
Cliente10	21/02/2017	2	4000	FRU0045	Tomate Cherry / Libra	8000										
Cliente10	21/02/2017	1	6000	VER0050	Rúgula / Libra	6000										
Cliente10	21/02/2017	1	800	TUB0010	Remolacha / Libra	800										
Cliente10	21/02/2017	2	1800	VER0040	Plátano Verde / Libra	3600										
Cliente10	21/02/2017	2	10000	FRU0043	Pitaya / Libra	20000										
Cliente10	21/02/2017	1	1100	VER0037	Perejil Liso / 100 gramos	1100										
Cliente10	21/02/2017	2	1200	FRU0040	Pera Importada / Unidad	2400										
Cliente10	21/02/2017	1	11000	FRU0038	Patilla / Unidad	11000										
Cliente10	21/02/2017	1	4300	FRU0037	Papaya Melona / Unidad	4300										
Cliente10	21/02/2017	2	1200	TUB0008	Papa Sabanera / Libra	2400										
Cliente10	21/02/2017	2	800	TUB0006	Papa Pastusa / Libra	1600										
Cliente10	21/02/2017	10	700	FRU0034	Naranja Sweety / Libra	7000										
Cliente10	21/02/2017	1	6000	FRU0032	Melón / Unidad	6000										
Cliente10	21/02/2017	4	1200	VER0033	Mazorca en Vaina / Unidad	4800										
Cliente10	21/02/2017	8	1300	FRU0029	Manzana Roja / Unidad	10400										
Cliente10	21/02/2017	2	1680	FRU0028	Mango Tommy Atkins / Libra	3360										
Cliente10	21/02/2017	2	1100	FRU0024	Limón Tahití / Libra	2200										
Cliente10	21/02/2017	2	2500	VER0030	Lechuga Morada / Unidad	5000										
Cliente10	21/02/2017	2	1500	VER0027	Lechuga Batavia / Unidad	3000										
Cliente10	21/02/2017	2	8000	FRU0022	Kiwi / Libra	16000										
Cliente10	21/02/2017	2	2500	VER0024	Habichuela / Libra	5000										
Cliente10	21/02/2017	2	1000	FRU0017	Granadilla / Unidad	2000										
Cliente10	21/02/2017	2	1800	FRU0016	Fresa Pareja / Libra	3600										
Cliente10	21/02/2017	2	1850	VER0018	Coliflor / Libra	3700										
Cliente10	21/02/2017	1	600	VER0017	Cilantro / 100 gramos	600										
Cliente10	21/02/2017	1	8000	VER0016	Champiñón / Libra	8000										
Cliente10	21/02/2017	2	1300	VER0012	Cebolla Cabezona Blanca / Libra	2600										
Cliente10	21/02/2017	2	2000	VER0010	Zucchini Verde / Libra	4000										
Cliente10	21/02/2017	2	2200	VER0009	Brócoli / Libra	4400										
Cliente10	21/02/2017	5	1400	FRU0008	Banano Criollo / Libra	7000										
Cliente10	21/02/2017	1	2100	TUB0001	Arracacha / Libra	2100										
Cliente10	21/02/2017	1	1700	VER0005	Apio / Libra	1700										
Cliente10	21/02/2017	5	3000	FRU0003	Aguacate Papelillo / Libra	15000										
Cliente29	20/02/2017	1	3500	FRU0042	Piña Golden Sweet / Unidad	3500										
Cliente29	20/02/2017	1	2050	FRU0031	Maracuyá / Libra	2050										
