Cliente	Fecha	Pedido	Precio	Producto	Nombre_producto	Importancia		0.314049587		Etiquetas de fila	Suma de Importancia	Suma de Importancia2		Etiquetas de fila	Suma de Importancia	Suma de Importancia2
Cliente28	2/12/2016	5	2200	FRU0003	Aguacate Papelillo / Libra	11000										
Cliente28	2/12/2016	3	5600	VER0016	Champiñón / Libra	16800										
Cliente28	2/12/2016	1	1600	VER0038	Pimentón Rojo / Libra	1600										
Cliente28	2/12/2016	1	1880	VER0012	Cebolla Cabezona Blanca / Libra	1880										
Cliente28	2/12/2016	7	1100	FRU0046	Tomate Chonto / Libra	7700										
Cliente28	2/12/2016	1	600	VER0010	Zucchini Verde / Libra	600										
Cliente28	2/12/2016	4	630	VER0035	Pepino Cohombro / Libra	2520										
Cliente28	2/12/2016	3	4300	GRA0001	Arveja Desgranada / Libra	12900										
Cliente28	2/12/2016	4	500	TUB0012	Zanahoria / Libra	2000										
Cliente28	2/12/2016	2	750	VER0027	Lechuga Batavia / Unidad	1500										
Cliente28	2/12/2016	2	2800	VER0050	Rúgula / Libra	5600										
Cliente28	2/12/2016	2	1200	VER0028	Lechuga Crespa / Unidad	2400										
Cliente28	2/12/2016	4	2000	VER0009	Brócoli / Libra	8000										
Cliente28	2/12/2016	2	1500	VER0020	Espinaca / Libra	3000										
Cliente28	2/12/2016	1	1850	FRU0033	Mora Castilla / Libra	1850										
Cliente28	2/12/2016	2	2000	FRU0016	Fresa Pareja / Libra	4000										
Cliente28	2/12/2016	8	800	FRU0008	Banano Criollo / Libra	6400										
Cliente28	2/12/2016	1	2400	FRU0032	Melón / Unidad	2400										
Cliente28	2/12/2016	2	2800	FRU0022	Kiwi / Libra	5600										
Cliente7	1/12/2016	2	500	TUB0012	Zanahoria / Libra	1000										
Cliente7	1/12/2016	3	1100	FRU0046	Tomate Chonto / Libra	3300										
Cliente7	1/12/2016	1	1600	TUB0009	Rábano Rojo / Libra	1600										
Cliente7	1/12/2016	1	1600	VER0041	Puerro / Libra	1600										
Cliente7	1/12/2016	1	630	VER0035	Pepino Cohombro / Libra	630										
Cliente7	1/12/2016	1	2200	FRU0037	Papaya Melona / Unidad	2200										
Cliente7	1/12/2016	2	1680	FRU0028	Mango Tommy Atkins / Libra	3360										
Cliente7	1/12/2016	1	1200	VER0029	Lechuga Lisa / Unidad	1200										
Cliente7	1/12/2016	2	750	VER0027	Lechuga Batavia / Unidad	1500										
Cliente7	1/12/2016	1	520	TUB0004	Jengibre / 100 gramos	520										
Cliente7	1/12/2016	1	1560	VER0024	Habichuela / Libra	1560										
Cliente7	1/12/2016	1	1500	VER0020	Espinaca / Libra	1500										
Cliente7	1/12/2016	1	5600	VER0016	Champiñón / Libra	5600										
Cliente7	1/12/2016	3	1880	VER0012	Cebolla Cabezona Blanca / Libra	5640										
Cliente7	1/12/2016	1	600	VER0010	Zucchini Verde / Libra	600										
Cliente7	1/12/2016	1	2000	VER0009	Brócoli / Libra	2000										
Cliente7	1/12/2016	2	1120	VER0007	Berenjena / Libra	2240										
Cliente7	1/12/2016	2	2600	FRU0007	Banano Bocadillo / Libra	5200										
Cliente7	1/12/2016	1	1400	VER0005	Apio / Libra	1400										
Cliente7	1/12/2016	2	3200	VER0004	Alcachofa / Libra	6400										
Cliente7	1/12/2016	2	600	VER0006	Ahuyama / Libra	1200										
Cliente7	1/12/2016	1	640	VER0001	Acelga / Libra	640										
Cliente18	30/11/2016	2	1040	FRU0019	Guayaba / Libra	2080										
Cliente18	30/11/2016	2	1600	FRU0024	Limón Tahití / Libra	3200										
Cliente18	30/11/2016	1	2600	FRU0007	Banano Bocadillo / Libra	2600										
Cliente18	30/11/2016	1	2200	FRU0003	Aguacate Papelillo / Libra	2200										
Cliente18	30/11/2016	4	1160	TUB0006	Papa Pastusa / Libra	4640										
Cliente18	30/11/2016	2	500	TUB0012	Zanahoria / Libra	1000										
Cliente18	30/11/2016	2	1600	VER0038	Pimentón Rojo / Libra	3200										
Cliente18	30/11/2016	2	1200	VER0029	Lechuga Lisa / Unidad	2400										
Cliente18	30/11/2016	2	1200	VER0031	Lechuga Romana / Unidad	2400										
Cliente18	30/11/2016	4	1200	VER0040	Plátano Verde / Libra	4800										
Cliente18	30/11/2016	1	5200	VER0015	Cebollín / 100 gramos	5200										
Cliente18	30/11/2016	2	1000	VER0013	Cebolla Cabezona Roja / Libra	2000										
Cliente18	30/11/2016	2	1880	VER0012	Cebolla Cabezona Blanca / Libra	3760										
Cliente18	30/11/2016	1	4300	GRA0001	Arveja Desgranada / Libra	4300										
Cliente18	30/11/2016	3	1500	VER0020	Espinaca / Libra	4500										
Cliente18	30/11/2016	3	1120	VER0007	Berenjena / Libra	3360										
Cliente18	30/11/2016	4	500	VER0003	Albahaca / 100 gramos	2000										
Cliente18	30/11/2016	1	6000	VER0002	Ajo Importado / Libra	6000										
Cliente9	30/11/2016	2	1600	FRU0051	Uva Isabella / Libra	3200										
Cliente9	30/11/2016	2	1280	FRU0041	Piña Cayena Lisa / Unidad	2560										
Cliente9	30/11/2016	1	6400	FRU0038	Patilla / Unidad	6400										
Cliente9	30/11/2016	1	2200	FRU0037	Papaya Melona / Unidad	2200										
Cliente9	30/11/2016	2	1600	FRU0024	Limón Tahití / Libra	3200										
Cliente9	30/11/2016	2	1200	VER0029	Lechuga Lisa / Unidad	2400										
Cliente9	30/11/2016	2	1200	VER0028	Lechuga Crespa / Unidad	2400										
Cliente9	30/11/2016	2	2800	FRU0022	Kiwi / Libra	5600										
Cliente9	30/11/2016	2	2000	FRU0016	Fresa Pareja / Libra	4000										
Cliente9	30/11/2016	1	2800	FRU0015	Feijoa / Libra	2800										
Cliente9	30/11/2016	2	1500	VER0020	Espinaca / Libra	3000										
Cliente9	30/11/2016	1	9600	VER0019	Esparrago / Libra	9600										
Cliente9	30/11/2016	1	800	VER0008	Berro / 100 gramos	800										
Cliente9	30/11/2016	2	800	FRU0008	Banano Criollo / Libra	1600										
Cliente32	30/11/2016	14	1100	FRU0046	Tomate Chonto / Libra	15400										
Cliente32	30/11/2016	4	2400	VER0037	Perejil Liso / 100 gramos	9600										
Cliente32	30/11/2016	5	1200	VER0014	Cebolla Larga / Libra	6000										
Cliente32	30/11/2016	24	1100	FRU0046	Tomate Chonto / Libra	26400										
Cliente32	30/11/2016	10	1600	VER0038	Pimentón Rojo / Libra	16000										
Cliente32	30/11/2016	8	630	VER0035	Pepino Cohombro / Libra	5040										
Cliente32	30/11/2016	2	1200	VER0014	Cebolla Larga / Libra	2400										
Cliente32	30/11/2016	4	1000	VER0013	Cebolla Cabezona Roja / Libra	4000										
Cliente32	30/11/2016	10	600	VER0010	Zucchini Verde / Libra	6000										
Cliente32	30/11/2016	12	1120	VER0007	Berenjena / Libra	13440										
Cliente25	29/11/2016	4	1100	FRU0048	Tomate Larga Vida / Libra	4400										
Cliente25	29/11/2016	5	1600	VER0038	Pimentón Rojo / Libra	8000										
Cliente25	29/11/2016	1	2240	FRU0040	Pera Importada / Unidad	2240										
Cliente25	29/11/2016	4	2480	TUB0005	Papa Criolla / Libra	9920										
Cliente25	29/11/2016	3	1850	FRU0033	Mora Castilla / Libra	5550										
Cliente25	29/11/2016	1	2400	FRU0032	Melón / Unidad	2400										
Cliente25	29/11/2016	3	1880	FRU0029	Manzana Roja / Unidad	5640										
Cliente25	29/11/2016	2	560	VER0017	Cilantro / 100 gramos	1120										
Cliente25	29/11/2016	1	1000	VER0013	Cebolla Cabezona Roja / Libra	1000										
Cliente25	29/11/2016	3	1880	VER0012	Cebolla Cabezona Blanca / Libra	5640										
Cliente25	29/11/2016	6	600	VER0010	Zucchini Verde / Libra	3600										
Cliente25	29/11/2016	1	1120	VER0007	Berenjena / Libra	1120										
Cliente25	29/11/2016	12	2200	FRU0003	Aguacate Papelillo / Libra	26400										
Cliente25	29/11/2016	15	3200	VER0033	Mazorca en Vaina / Unidad	48000										
Cliente25	29/11/2016	15	1200	VER0040	Plátano Verde / Libra	18000										
Cliente32	28/11/2016	1	2400	VER0037	Perejil Liso / 100 gramos	2400										
Cliente32	28/11/2016	1	450	VER0049	Yerbabuena / 100 gramos	450										
Cliente32	28/11/2016	4	1000	VER0013	Cebolla Cabezona Roja / Libra	4000										
Cliente32	28/11/2016	9	1100	FRU0046	Tomate Chonto / Libra	9900										
Cliente32	28/11/2016	6	630	VER0035	Pepino Cohombro / Libra	3780										
Cliente32	28/11/2016	5	1120	VER0007	Berenjena / Libra	5600										
Cliente32	28/11/2016	7	1600	VER0038	Pimentón Rojo / Libra	11200										
Cliente32	28/11/2016	10	1600	FRU0024	Limón Tahití / Libra	16000										
Cliente32	28/11/2016	1	450	VER0049	Yerbabuena / 100 gramos	450										
Cliente32	28/11/2016	2	2400	VER0037	Perejil Liso / 100 gramos	4800										
Cliente32	28/11/2016	20	630	VER0035	Pepino Cohombro / Libra	12600										
Cliente32	28/11/2016	12	1100	FRU0046	Tomate Chonto / Libra	13200										
Cliente10	27/11/2016	2	5200	TUB0013	Zanahoria Baby / Libra	10400										
Cliente10	27/11/2016	2	500	TUB0012	Zanahoria / Libra	1000										
Cliente10	27/11/2016	2	960	TUB0011	Yuca / Libra	1920										
Cliente10	27/11/2016	1	2600	FRU0050	Uva / Libra	2600										
Cliente10	27/11/2016	2	1100	FRU0048	Tomate Larga Vida / Libra	2200										
Cliente10	27/11/2016	2	3500	FRU0045	Tomate Cherry / Libra	7000										
Cliente10	27/11/2016	1	2800	VER0050	Rúgula / Libra	2800										
Cliente10	27/11/2016	1	400	TUB0010	Remolacha / Libra	400										
Cliente10	27/11/2016	1	1600	VER0041	Puerro / Libra	1600										
Cliente10	27/11/2016	2	1200	VER0040	Plátano Verde / Libra	2400										
Cliente10	27/11/2016	1	2640	FRU0042	Piña Golden Sweet / Unidad	2640										
Cliente10	27/11/2016	2	5000	FRU0043	Pitaya / Libra	10000										
Cliente10	27/11/2016	1	2400	VER0037	Perejil Liso / 100 gramos	2400										
Cliente10	27/11/2016	2	2240	FRU0040	Pera Importada / Unidad	4480										
Cliente10	27/11/2016	2	630	VER0035	Pepino Cohombro / Libra	1260										
Cliente10	27/11/2016	1	6400	FRU0038	Patilla / Unidad	6400										
Cliente10	27/11/2016	2	2200	FRU0037	Papaya Melona / Unidad	4400										
Cliente10	27/11/2016	2	1520	TUB0008	Papa Sabanera / Libra	3040										
Cliente10	27/11/2016	2	1120	TUB0007	Papa R12 / Libra	2240										
Cliente10	27/11/2016	2	1160	TUB0006	Papa Pastusa / Libra	2320										
Cliente10	27/11/2016	2	2480	TUB0005	Papa Criolla / Libra	4960										
Cliente10	27/11/2016	20	680	FRU0034	Naranja Sweety / Libra	13600										
Cliente10	27/11/2016	1	2400	FRU0032	Melón / Unidad	2400										
Cliente10	27/11/2016	4	3200	VER0033	Mazorca en Vaina / Unidad	12800										
Cliente10	27/11/2016	3	1880	FRU0029	Manzana Roja / Unidad	5640										
Cliente10	27/11/2016	2	1680	FRU0028	Mango Tommy Atkins / Libra	3360										
Cliente10	27/11/2016	1	1600	FRU0027	Mango Azúcar / Libra	1600										
Cliente10	27/11/2016	1	1800	FRU0025	Lulo / Libra	1800										
Cliente10	27/11/2016	2	1600	FRU0024	Limón Tahití / Libra	3200										
Cliente10	27/11/2016	2	1200	VER0030	Lechuga Morada / Unidad	2400										
Cliente10	27/11/2016	2	750	VER0027	Lechuga Batavia / Unidad	1500										
Cliente10	27/11/2016	2	2800	FRU0022	Kiwi / Libra	5600										
Cliente10	27/11/2016	1	520	TUB0004	Jengibre / 100 gramos	520										
Cliente10	27/11/2016	1	3200	FRU0021	Higo / Libra	3200										
Cliente10	27/11/2016	2	1560	VER0024	Habichuela / Libra	3120										
Cliente10	27/11/2016	1	1200	FRU0020	Guayaba Pera / Libra	1200										
Cliente10	27/11/2016	2	1800	FRU0018	Guanabana / Unidad	3600										
Cliente10	27/11/2016	2	2240	FRU0017	Granadilla / Unidad	4480										
Cliente10	27/11/2016	2	2000	FRU0016	Fresa Pareja / Libra	4000										
Cliente10	27/11/2016	1	9600	VER0019	Esparrago / Libra	9600										
Cliente10	27/11/2016	1	800	TUB0003	Cubio / Libra	800										
Cliente10	27/11/2016	2	1480	VER0018	Coliflor / Libra	2960										
Cliente10	27/11/2016	1	560	VER0017	Cilantro / 100 gramos	560										
Cliente10	27/11/2016	1	5600	VER0016	Champiñón / Libra	5600										
Cliente10	27/11/2016	1	5200	VER0015	Cebollín / 100 gramos	5200										
Cliente10	27/11/2016	1	1000	VER0013	Cebolla Cabezona Roja / Libra	1000										
Cliente10	27/11/2016	1	1880	VER0012	Cebolla Cabezona Blanca / Libra	1880										
Cliente10	27/11/2016	1	4500	FRU0010	Carambolo / Libra	4500										
Cliente10	27/11/2016	2	2000	VER0009	Brócoli / Libra	4000										
Cliente10	27/11/2016	1	1120	VER0007	Berenjena / Libra	1120										
Cliente10	27/11/2016	2	800	FRU0008	Banano Criollo / Libra	1600										
Cliente10	27/11/2016	2	2600	FRU0007	Banano Bocadillo / Libra	5200										
Cliente10	27/11/2016	2	4300	GRA0001	Arveja Desgranada / Libra	8600										
Cliente10	27/11/2016	1	2000	TUB0001	Arracacha / Libra	2000										
Cliente10	27/11/2016	1	1400	VER0005	Apio / Libra	1400										
Cliente10	27/11/2016	2	3200	VER0004	Alcachofa / Libra	6400										
Cliente10	27/11/2016	3	2200	FRU0003	Aguacate Papelillo / Libra	6600										
Cliente10	27/11/2016	2	600	VER0010	Zucchini Verde / Libra	1200										
Cliente32	27/11/2016	6	1120	VER0007	Berenjena / Libra	6720										
Cliente32	27/11/2016	6	1600	VER0038	Pimentón Rojo / Libra	9600										
Cliente32	27/11/2016	6	1600	FRU0024	Limón Tahití / Libra	9600										
Cliente32	27/11/2016	4	2400	VER0037	Perejil Liso / 100 gramos	9600										
Cliente32	27/11/2016	6	600	VER0010	Zucchini Verde / Libra	3600										
Cliente32	27/11/2016	6	630	VER0035	Pepino Cohombro / Libra	3780										
Cliente32	27/11/2016	6	1000	VER0013	Cebolla Cabezona Roja / Libra	6000										
Cliente32	27/11/2016	6	1100	FRU0046	Tomate Chonto / Libra	6600										
Cliente2	26/11/2016	6	500	TUB0012	Zanahoria / Libra	3000										
Cliente2	26/11/2016	1	2640	FRU0042	Piña Golden Sweet / Unidad	2640										
Cliente2	26/11/2016	6	1120	TUB0007	Papa R12 / Libra	6720										
Cliente2	26/11/2016	1	2400	FRU0032	Melón / Unidad	2400										
Cliente2	26/11/2016	2	1600	FRU0023	Limón Común / Libra	3200										
Cliente2	26/11/2016	1	1200	VER0031	Lechuga Romana / Unidad	1200										
Cliente2	26/11/2016	1	1200	VER0030	Lechuga Morada / Unidad	1200										
Cliente2	26/11/2016	1	1200	VER0029	Lechuga Lisa / Unidad	1200										
Cliente2	26/11/2016	1	750	VER0027	Lechuga Batavia / Unidad	750										
Cliente2	26/11/2016	2	1500	VER0020	Espinaca / Libra	3000										
Cliente2	26/11/2016	1	1680	FRU0013	Curuba / Libra	1680										
Cliente2	26/11/2016	2	560	VER0017	Cilantro / 100 gramos	1120										
Cliente2	26/11/2016	1	5600	VER0016	Champiñón / Libra	5600										
Cliente2	26/11/2016	1	5200	VER0015	Cebollín / 100 gramos	5200										
Cliente2	26/11/2016	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente2	26/11/2016	1	1880	VER0012	Cebolla Cabezona Blanca / Libra	1880										
Cliente2	26/11/2016	1	1400	VER0005	Apio / Libra	1400										
Cliente2	26/11/2016	2	500	VER0003	Albahaca / 100 gramos	1000										
Cliente2	26/11/2016	2	2300	FRU0002	Aguacate Haas / Libra	4600										
Cliente27	25/11/2016	2	960	TUB0011	Yuca / Libra	1920										
Cliente27	25/11/2016	1	3200	FRU0049	Uchuva / Libra	3200										
Cliente27	25/11/2016	2	1400	FRU0047	Tomate de Árbol / Libra	2800										
Cliente27	25/11/2016	1	2800	VER0050	Rúgula / Libra	2800										
Cliente27	25/11/2016	1	5000	FRU0043	Pitaya / Libra	5000										
Cliente27	25/11/2016	1	2240	FRU0040	Pera Importada / Unidad	2240										
Cliente27	25/11/2016	1	6400	FRU0038	Patilla / Unidad	6400										
Cliente27	25/11/2016	2	1640	FRU0031	Maracuyá / Libra	3280										
Cliente27	25/11/2016	3	1800	FRU0025	Lulo / Libra	5400										
Cliente27	25/11/2016	1	2240	FRU0017	Granadilla / Unidad	2240										
Cliente27	25/11/2016	1	9600	VER0019	Esparrago / Libra	9600										
Cliente27	25/11/2016	2	2000	TUB0001	Arracacha / Libra	4000										
Cliente32	25/11/2016	1	2400	VER0037	Perejil Liso / 100 gramos	2400										
Cliente32	25/11/2016	2	1850	FRU0033	Mora Castilla / Libra	3700										
Cliente32	25/11/2016	1	1600	FRU0023	Limón Común / Libra	1600										
Cliente32	25/11/2016	2	2000	FRU0016	Fresa Pareja / Libra	4000										
Cliente32	25/11/2016	5	1000	VER0013	Cebolla Cabezona Roja / Libra	5000										
Cliente32	25/11/2016	10	600	VER0010	Zucchini Verde / Libra	6000										
Cliente32	25/11/2016	9	1100	FRU0046	Tomate Chonto / Libra	9900										
Cliente28	25/11/2016	5	2200	FRU0003	Aguacate Papelillo / Libra	11000										
Cliente28	25/11/2016	3	5600	VER0016	Champiñón / Libra	16800										
Cliente28	25/11/2016	1	400	TUB0010	Remolacha / Libra	400										
Cliente28	25/11/2016	1	1600	VER0038	Pimentón Rojo / Libra	1600										
Cliente28	25/11/2016	1	1880	VER0012	Cebolla Cabezona Blanca / Libra	1880										
Cliente28	25/11/2016	6	1100	FRU0046	Tomate Chonto / Libra	6600										
Cliente28	25/11/2016	1	600	VER0010	Zucchini Verde / Libra	600										
Cliente28	25/11/2016	3	630	VER0035	Pepino Cohombro / Libra	1890										
Cliente28	25/11/2016	3	4300	GRA0001	Arveja Desgranada / Libra	12900										
Cliente28	25/11/2016	4	500	TUB0012	Zanahoria / Libra	2000										
Cliente28	25/11/2016	3	750	VER0027	Lechuga Batavia / Unidad	2250										
Cliente28	25/11/2016	2	2800	VER0050	Rúgula / Libra	5600										
Cliente28	25/11/2016	2	1200	VER0028	Lechuga Crespa / Unidad	2400										
Cliente28	25/11/2016	3	2000	VER0009	Brócoli / Libra	6000										
Cliente28	25/11/2016	2	1500	VER0020	Espinaca / Libra	3000										
Cliente28	25/11/2016	1	1400	FRU0047	Tomate de Árbol / Libra	1400										
Cliente28	25/11/2016	1	1800	FRU0025	Lulo / Libra	1800										
Cliente28	25/11/2016	1	1640	FRU0031	Maracuyá / Libra	1640										
Cliente28	25/11/2016	1	1850	FRU0033	Mora Castilla / Libra	1850										
Cliente28	25/11/2016	2	2000	FRU0016	Fresa Pareja / Libra	4000										
Cliente28	25/11/2016	9	800	FRU0008	Banano Criollo / Libra	7200										
Cliente28	25/11/2016	1	2400	FRU0032	Melón / Unidad	2400										
Cliente28	25/11/2016	2	2800	FRU0022	Kiwi / Libra	5600										
Cliente28	25/11/2016	1	1280	FRU0041	Piña Cayena Lisa / Unidad	1280										
Cliente32	24/11/2016	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente32	24/11/2016	21	630	VER0035	Pepino Cohombro / Libra	13230										
Cliente32	24/11/2016	10	1600	VER0038	Pimentón Rojo / Libra	16000										
Cliente32	24/11/2016	6	600	VER0010	Zucchini Verde / Libra	3600										
Cliente32	24/11/2016	6	1120	VER0007	Berenjena / Libra	6720										
Cliente32	24/11/2016	6	1600	VER0038	Pimentón Rojo / Libra	9600										
Cliente32	24/11/2016	7	630	VER0035	Pepino Cohombro / Libra	4410										
Cliente32	24/11/2016	6	1100	FRU0046	Tomate Chonto / Libra	6600										
Cliente32	24/11/2016	1	2000	FRU0016	Fresa Pareja / Libra	2000										
Cliente32	24/11/2016	7	1600	VER0038	Pimentón Rojo / Libra	11200										
Cliente32	24/11/2016	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente32	24/11/2016	9	1000	VER0013	Cebolla Cabezona Roja / Libra	9000										
Cliente32	24/11/2016	5	1600	FRU0024	Limón Tahití / Libra	8000										
Cliente32	24/11/2016	6	600	VER0010	Zucchini Verde / Libra	3600										
Cliente32	24/11/2016	5	1120	VER0007	Berenjena / Libra	5600										
Cliente32	24/11/2016	11	1100	FRU0046	Tomate Chonto / Libra	12100										
Cliente30	23/11/2016	1	680	FRU0034	Naranja Sweety / Libra	680										
Cliente30	23/11/2016	1	2000	TUB0001	Arracacha / Libra	2000										
Cliente30	23/11/2016	1	1400	VER0005	Apio / Libra	1400										
Cliente30	23/11/2016	1	3200	VER0004	Alcachofa / Libra	3200										
Cliente30	23/11/2016	1	500	VER0003	Albahaca / 100 gramos	500										
Cliente30	23/11/2016	1	2800	FRU0006	Ají Rocoto / Libra	2800										
Cliente30	23/11/2016	1	3200	FRU0005	Ají Jalapeño / Libra	3200										
Cliente30	23/11/2016	1	6000	VER0002	Ajo Importado / Libra	6000										
Cliente30	23/11/2016	3	2200	FRU0003	Aguacate Papelillo / Libra	6600										
Cliente30	23/11/2016	3	2300	FRU0002	Aguacate Haas / Libra	6900										
Cliente30	23/11/2016	2	6800	FRU0001	Agraz / Libra	13600										
Cliente30	23/11/2016	10	640	VER0001	Acelga / Libra	6400										
Cliente30	23/11/2016	38	800	FRU0008	Banano Criollo / Libra	30400										
Cliente22	22/11/2016	1	1600	VER0038	Pimentón Rojo / Libra	1600										
